ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Frecuencia de mantenimiento correctivo,ID_Registro,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Mes,Horas_Operativas_mean,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
2411,379,2020-04-10 10:00:00,Preventivo,9258.12,8,Planta Sur,15,2742,94.83,2.24,82134.0,2020-04,61499.66666666666,Generador,Siemens,M400,3623.0,4932
2412,146,2020-04-10 11:00:00,Correctivo,9067.62,27,Planta Norte,12,3441,120.58,4.68,87465.0,2020-05,87465.0,Generador,Siemens,Y200,1825.0,5485
2413,153,2020-04-10 12:00:00,Correctivo,5426.79,29,Planta Oeste,12,2390,125.62,3.27,90170.0,2020-04,67286.5,Motor,GE,Z300,131.0,7942
2414,215,2020-04-10 13:00:00,Correctivo,5642.5,19,Planta Sur,10,2664,72.82,4.62,67536.0,2020-04,67536.0,Motor,Schneider,Y200,-100.0,1243
2415,308,2020-04-10 14:00:00,Preventivo,5370.45,3,Planta Este,12,1705,130.11,2.03,9913.0,2020-03,34004.5,Motor,ABB,Y200,2184.0,8003
2416,311,2020-04-10 15:00:00,Preventivo,4115.28,2,Planta Norte,10,2483,85.95,0.6,27754.0,2020-04,27754.0,Generador,Siemens,X100,3549.0,9211
2417,160,2020-04-10 16:00:00,Correctivo,5168.12,13,Planta Sur,13,2539,118.84,0.95,41948.0,2020-04,68113.0,Motor,GE,Z300,2945.0,3638
2418,478,2020-04-10 17:00:00,Correctivo,9788.82,35,Planta Este,7,2850,61.93,2.14,82931.0,2020-04,82931.0,Motor,Schneider,Y200,1706.0,7017
2419,349,2020-04-10 18:00:00,Correctivo,3288.06,33,Planta Norte,10,2133,72.15,2.49,59378.0,2020-03,59378.0,Compresor,ABB,Z300,1328.0,7713
2420,27,2020-04-10 19:00:00,Preventivo,2774.13,7,Planta Este,9,2513,148.81,2.99,10373.0,2020-04,8070.0,Compresor,Siemens,M400,314.0,6739
2421,460,2020-04-10 20:00:00,Correctivo,3336.02,17,Planta Este,7,2231,95.72,3.47,46908.0,2020-04,46908.0,Motor,ABB,Z300,1743.0,6195
2422,226,2020-04-10 21:00:00,Correctivo,3668.4,43,Planta Norte,11,1716,121.95,3.33,68259.0,2020-03,32862.666666666664,Compresor,GE,X100,605.0,3503
2423,148,2020-04-10 22:00:00,Correctivo,4157.26,23,Planta Sur,11,2158,77.65,1.53,62785.0,2020-03,62785.0,Generador,Siemens,M400,2931.0,509
2424,141,2020-04-10 23:00:00,Preventivo,5134.77,14,Planta Sur,13,2496,148.3,2.23,64664.0,2020-04,54907.66666666666,Motor,GE,Y200,4459.0,8434
2425,354,2020-04-11 00:00:00,Preventivo,4414.85,47,Planta Este,15,2437,66.33,2.54,46686.0,2020-04,29661.666666666668,Generador,Siemens,Y200,4129.0,2344
2426,486,2020-04-11 01:00:00,Correctivo,7524.15,9,Planta Oeste,14,2416,127.53,2.58,1868.0,2020-04,27337.0,Transformador,Siemens,Z300,1106.0,1460
2427,449,2020-04-11 02:00:00,Correctivo,4625.48,10,Planta Sur,6,2498,137.75,4.61,13254.0,2020-04,40115.333333333336,Generador,Siemens,X100,2395.0,8947
2428,484,2020-04-11 03:00:00,Preventivo,1884.85,41,Planta Oeste,9,2665,68.29,4.58,40189.0,2020-04,60959.0,Motor,Siemens,X100,1145.0,2060
2429,174,2020-04-11 04:00:00,Preventivo,7098.34,8,Planta Oeste,6,2459,105.42,2.81,92531.0,2020-04,92531.0,Motor,GE,M400,3161.0,6536
2430,366,2020-04-11 05:00:00,Preventivo,8617.38,6,Planta Oeste,12,2382,122.34,1.83,68515.0,2020-04,45487.333333333336,Compresor,GE,Z300,2678.0,9876
2431,195,2020-04-11 06:00:00,Preventivo,3768.35,36,Planta Oeste,7,2359,88.49,3.5,78009.0,2020-04,70020.0,Transformador,Siemens,M400,540.0,8951
2432,223,2020-04-11 07:00:00,Preventivo,5296.93,42,Planta Oeste,6,2448,108.09,2.11,19116.0,2020-04,36102.0,Compresor,Siemens,M400,1112.0,3775
2433,499,2020-04-11 08:00:00,Preventivo,6832.2,37,Planta Este,6,2400,81.17,4.6,18809.0,2020-04,38025.66666666666,Motor,Siemens,Y200,3155.0,932
2434,327,2020-04-11 09:00:00,Correctivo,7831.77,4,Planta Oeste,9,2313,132.55,3.05,58136.0,2020-04,39188.5,Motor,Schneider,Y200,3480.0,4455
2435,212,2020-04-11 10:00:00,Preventivo,2234.13,13,Planta Sur,4,2832,123.41,1.68,35315.0,2020-04,28232.5,Transformador,GE,M400,1166.0,5328
2436,230,2020-04-11 11:00:00,Correctivo,3727.46,39,Planta Norte,6,2343,139.69,0.97,20024.0,2020-04,20024.0,Motor,ABB,Z300,4247.0,1751
2437,168,2020-04-11 12:00:00,Correctivo,7814.37,36,Planta Sur,14,2278,55.42,1.29,46641.0,2020-04,46641.0,Motor,Schneider,M400,766.0,5668
2438,312,2020-04-11 13:00:00,Preventivo,114.43,39,Planta Sur,14,2601,146.56,1.94,90245.0,2020-04,76688.5,Generador,ABB,X100,4856.0,4327
2439,187,2020-04-11 14:00:00,Preventivo,9562.92,5,Planta Norte,11,2436,53.25,3.89,20379.0,2020-04,54684.0,Compresor,Schneider,Z300,768.0,7515
2440,273,2020-04-11 15:00:00,Correctivo,5505.48,38,Planta Sur,9,2577,57.3,3.72,64223.0,2020-04,45263.5,Motor,Schneider,Y200,3607.0,6085
2441,250,2020-04-11 16:00:00,Preventivo,228.67,38,Planta Norte,8,2377,130.34,4.86,42804.0,2020-04,36659.333333333336,Motor,Siemens,Z300,4517.0,7069
2442,107,2020-04-11 17:00:00,Preventivo,6729.58,30,Planta Sur,13,2046,71.76,3.27,13152.0,2020-03,13152.0,Compresor,Siemens,M400,3056.0,9954
2443,282,2020-04-11 18:00:00,Correctivo,5822.01,21,Planta Sur,12,2616,77.01,1.98,66786.0,2020-04,49212.5,Transformador,Siemens,M400,2038.0,7994
2444,491,2020-04-11 19:00:00,Correctivo,757.68,13,Planta Oeste,14,2560,55.63,3.35,89731.0,2020-04,89731.0,Generador,ABB,Y200,-100.0,2499
2445,118,2020-04-11 20:00:00,Correctivo,4246.7,18,Planta Oeste,12,2457,60.02,0.19,76663.0,2020-04,76663.0,Transformador,Siemens,M400,1700.0,587
2446,389,2020-04-11 21:00:00,Correctivo,7491.02,41,Planta Este,13,2413,78.84,4.8,29794.0,2020-04,37498.0,Generador,Schneider,Y200,2697.0,2593
2447,375,2020-04-11 22:00:00,Correctivo,5233.57,23,Planta Sur,13,2207,70.1,7.595,98020.0,2020-04,98020.0,Compresor,Siemens,M400,4748.0,4649
2448,215,2020-04-11 23:00:00,Preventivo,348.96,11,Planta Norte,10,2664,72.82,4.62,67536.0,2020-04,67536.0,Motor,Schneider,Y200,-100.0,1243
2449,182,2020-04-12 00:00:00,Correctivo,662.58,31,Planta Oeste,11,2378,128.25,1.96,80309.0,2020-04,52279.0,Motor,GE,M400,3762.0,5428
2450,191,2020-04-12 01:00:00,Correctivo,7617.18,3,Planta Este,12,2600,80.82,2.29,22718.0,2020-04,22718.0,Compresor,ABB,X100,1915.0,6573
2451,471,2020-04-12 02:00:00,Correctivo,9639.97,45,Planta Este,4,2323,65.06,3.98,92117.0,2020-04,47551.5,Transformador,Siemens,Z300,-100.0,4985
2452,490,2020-04-12 03:00:00,Preventivo,2248.08,8,Planta Sur,18,2453,78.55,0.15,65981.0,2020-04,61680.0,Transformador,Siemens,Y200,3247.0,6735
2453,270,2020-04-12 04:00:00,Correctivo,3154.0,27,Planta Este,5,2776,129.58,2.87,98403.0,2020-04,98403.0,Generador,Schneider,X100,2825.0,1283
2455,208,2020-04-12 06:00:00,Preventivo,1471.91,36,Planta Sur,11,2298,121.6,4.61,80412.0,2020-04,64309.66666666666,Transformador,GE,Y200,1795.0,6837
2456,282,2020-04-12 07:00:00,Correctivo,2438.87,24,Planta Oeste,12,2616,77.01,1.98,66786.0,2020-04,49212.5,Transformador,Siemens,M400,2038.0,7994
2457,112,2020-04-12 08:00:00,Correctivo,6173.7,3,Planta Norte,16,2672,57.67,1.67,20866.0,2020-04,46087.5,Generador,GE,Z300,1650.0,5382
2458,373,2020-04-12 09:00:00,Preventivo,3235.51,17,Planta Oeste,15,2573,111.92,2.66,12239.0,2020-04,12239.0,Compresor,ABB,M400,2074.0,6712
2459,347,2020-04-12 10:00:00,Correctivo,6616.57,22,Planta Oeste,16,2417,118.0,2.73,55146.0,2020-04,28445.0,Transformador,Siemens,X100,4948.0,6720
2460,284,2020-04-12 11:00:00,Preventivo,1839.33,24,Planta Norte,8,3153,112.73,2.42,25901.0,2020-05,21272.33333333333,Generador,ABB,X100,1333.0,6304
2461,305,2020-04-12 12:00:00,Correctivo,7497.69,26,Planta Sur,10,2321,73.52,2.47,55118.0,2020-04,55118.0,Transformador,ABB,Y200,3088.0,6845
2462,117,2020-04-12 13:00:00,Correctivo,7725.57,25,Planta Este,6,2239,108.47,1.21,22934.0,2020-04,22934.0,Motor,GE,X100,2068.0,1824
2463,392,2020-04-12 14:00:00,Correctivo,5627.09,2,Planta Norte,16,2088,145.19,3.84,42811.0,2020-03,48260.5,Transformador,GE,Y200,1307.0,9099
2464,113,2020-04-12 15:00:00,Correctivo,4058.02,18,Planta Norte,9,2775,125.63,4.02,20126.0,2020-04,26349.5,Compresor,Schneider,M400,216.0,5122
2465,342,2020-04-12 16:00:00,Preventivo,1025.97,18,Planta Norte,13,2270,54.5,1.85,91508.0,2020-04,91508.0,Motor,GE,M400,4223.0,1741
2466,321,2020-04-12 17:00:00,Correctivo,3610.29,14,Planta Este,11,2289,123.8,4.37,79923.0,2020-04,79923.0,Compresor,Siemens,M400,-100.0,5055
2467,83,2020-04-12 18:00:00,Correctivo,3948.52,36,Planta Sur,13,2440,139.03,3.0,82811.0,2020-04,82811.0,Compresor,Schneider,Z300,506.0,9555
2468,29,2020-04-12 19:00:00,Preventivo,8481.22,46,Planta Sur,9,2410,95.34,3.82,95693.0,2020-04,50371.333333333336,Transformador,GE,X100,91.0,7812
2469,143,2020-04-12 20:00:00,Correctivo,4499.47,4,Planta Este,11,2105,113.19,4.88,30345.0,2020-03,47031.333333333336,Motor,ABB,M400,3856.0,2642
2470,280,2020-04-12 21:00:00,Preventivo,7475.77,44,Planta Sur,11,2753,89.4,2.28,11760.0,2020-04,21097.0,Transformador,Siemens,X100,2539.0,9026
2471,133,2020-04-12 22:00:00,Correctivo,9291.22,28,Planta Oeste,6,2084,100.36,2.71,23160.0,2020-03,52737.5,Generador,GE,Y200,347.0,8833
2472,175,2020-04-12 23:00:00,Correctivo,6151.57,12,Planta Norte,10,2990,82.08,1.51,54831.0,2020-05,59496.66666666666,Motor,GE,Z300,3261.0,3846
2473,234,2020-04-13 00:00:00,Correctivo,3697.3,25,Planta Este,14,2398,101.83,2.73,78198.0,2020-04,69143.5,Generador,Schneider,X100,1526.0,6835
2474,135,2020-04-13 01:00:00,Correctivo,4596.6,9,Planta Este,17,2766,58.57,3.97,10648.0,2020-04,10648.0,Generador,Siemens,X100,1372.0,9739
2475,35,2020-04-13 02:00:00,Correctivo,2631.35,33,Planta Este,12,2119,98.84,2.78,58932.0,2020-03,55576.5,Motor,ABB,Y200,2005.0,7168
2476,200,2020-04-13 03:00:00,Preventivo,4261.31,34,Planta Sur,8,2214,92.77,3.55,92149.0,2020-04,92149.0,Compresor,Schneider,X100,3572.0,6291
2477,246,2020-04-13 04:00:00,Preventivo,2356.63,9,Planta Sur,12,2186,118.47,3.01,7959.0,2020-04,20631.5,Generador,ABB,Y200,2067.0,9164
2478,197,2020-04-13 05:00:00,Preventivo,2690.34,2,Planta Oeste,14,2425,108.33,2.49,29476.0,2020-04,29476.0,Compresor,GE,Z300,281.0,4236
2479,127,2020-04-13 06:00:00,Preventivo,5303.43,35,Planta Este,8,2504,134.62,0.27,12260.0,2020-04,54275.0,Compresor,ABB,Z300,1957.0,3472
2480,403,2020-04-13 07:00:00,Correctivo,2303.66,21,Planta Sur,8,2482,105.88,4.42,31961.0,2020-04,31961.0,Motor,ABB,Y200,2597.0,4993
2481,334,2020-04-13 08:00:00,Correctivo,4909.16,41,Planta Sur,8,2676,116.99,4.34,10019.0,2020-04,39229.0,Generador,ABB,Z300,4614.0,1181
2482,35,2020-04-13 09:00:00,Preventivo,4488.25,39,Planta Oeste,12,2119,98.84,2.78,58932.0,2020-03,55576.5,Motor,ABB,Y200,2005.0,7168
2483,196,2020-04-13 10:00:00,Preventivo,2220.1,38,Planta Sur,13,2467,122.59,3.61,10217.0,2020-04,10217.0,Transformador,GE,Y200,3710.0,6636
2484,161,2020-04-13 11:00:00,Correctivo,2112.45,7,Planta Sur,13,2450,67.42,2.86,51045.0,2020-04,31756.5,Motor,ABB,Z300,1706.0,4455
2485,238,2020-04-13 12:00:00,Correctivo,5239.02,23,Planta Norte,9,2626,64.36,1.99,19085.0,2020-04,28093.0,Generador,Siemens,Z300,1250.0,6496
2486,372,2020-04-13 13:00:00,Correctivo,2181.36,35,Planta Norte,13,3058,81.2,1.77,33482.0,2020-05,33482.0,Compresor,Schneider,X100,4925.0,7358
2487,410,2020-04-13 14:00:00,Correctivo,4323.95,10,Planta Norte,12,3101,120.26,3.49,97599.0,2020-05,61464.333333333336,Compresor,Siemens,Y200,4265.0,5663
2488,490,2020-04-13 15:00:00,Preventivo,9799.41,43,Planta Este,18,2503,69.85,2.27,57379.0,2020-04,61680.0,Transformador,Siemens,Y200,3247.0,6735
2489,334,2020-04-13 16:00:00,Correctivo,1823.0,35,Planta Oeste,8,2676,116.99,4.34,10019.0,2020-04,39229.0,Generador,ABB,Z300,4614.0,1181
2490,77,2020-04-13 17:00:00,Correctivo,687.88,2,Planta Este,9,2592,95.72,3.38,45226.0,2020-04,54823.0,Motor,ABB,X100,2395.0,2555
2491,229,2020-04-13 18:00:00,Preventivo,6305.93,43,Planta Este,7,2614,60.09,4.2,28094.0,2020-04,56184.5,Generador,Schneider,M400,3905.0,4079
2492,45,2020-04-13 19:00:00,Preventivo,3885.57,30,Planta Norte,10,2465,90.1,3.24,95547.0,2020-04,70787.75,Compresor,GE,X100,7938.125,7340
2493,454,2020-04-13 20:00:00,Preventivo,2836.97,5,Planta Norte,12,2089,148.17,4.57,53019.0,2020-03,71584.0,Transformador,GE,Y200,1961.0,2754
2494,231,2020-04-13 21:00:00,Preventivo,6967.03,33,Planta Este,9,2872,62.01,1.6,14186.0,2020-04,46959.5,Motor,GE,Y200,4749.0,6273
2495,14,2020-04-13 22:00:00,Preventivo,5896.37,40,Planta Sur,6,2324,61.61,1.5,88449.0,2020-04,61180.5,Compresor,GE,Z300,3897.0,9451
2496,115,2020-04-13 23:00:00,Preventivo,6609.37,10,Planta Oeste,10,2357,78.34,2.62,47633.0,2020-04,64902.0,Motor,Siemens,Y200,1491.0,7305
2497,336,2020-04-14 00:00:00,Preventivo,1632.63,41,Planta Sur,8,2510,130.33,0.26,76544.0,2020-04,72078.0,Motor,Siemens,Y200,4978.0,7984
2498,109,2020-04-14 01:00:00,Correctivo,6998.65,27,Planta Sur,13,2303,89.35,4.67,82318.0,2020-04,41541.5,Motor,Schneider,X100,2315.0,3170
2500,418,2020-04-14 03:00:00,Preventivo,2827.21,29,Planta Norte,6,2914,128.4,2.6,5778.0,2020-05,17272.333333333332,Compresor,GE,X100,2766.0,1383
2501,381,2020-04-14 04:00:00,Correctivo,3775.39,11,Planta Sur,9,1964,140.01,3.86,13801.0,2020-03,13288.0,Transformador,GE,Y200,2004.0,4024
2502,217,2020-04-14 05:00:00,Correctivo,1094.69,7,Planta Oeste,12,1992,116.59,2.52,42912.0,2020-03,35667.333333333336,Compresor,ABB,Y200,4783.0,5133
2503,146,2020-04-14 06:00:00,Preventivo,5929.45,28,Planta Oeste,12,3441,120.58,4.68,87465.0,2020-05,87465.0,Generador,Siemens,Y200,1825.0,5485
2504,176,2020-04-14 07:00:00,Correctivo,3522.46,25,Planta Este,14,2516,100.6,1.52,93803.0,2020-04,93803.0,Motor,ABB,M400,425.0,9406
2505,328,2020-04-14 08:00:00,Preventivo,2457.46,35,Planta Este,8,2433,100.36,1.16,24066.0,2020-04,49592.75,Generador,ABB,Z300,1730.0,3169
2506,95,2020-04-14 09:00:00,Preventivo,4233.83,24,Planta Norte,9,2548,53.98,4.17,27895.0,2020-04,57562.5,Transformador,GE,M400,1095.0,1294
2507,165,2020-04-14 10:00:00,Preventivo,8239.39,5,Planta Oeste,9,2380,147.0,2.06,63845.0,2020-04,63845.0,Transformador,Schneider,Z300,1806.0,9335
2508,437,2020-04-14 11:00:00,Preventivo,6637.6,39,Planta Este,10,2472,99.66,2.81,79996.0,2020-04,50055.0,Generador,Schneider,M400,4432.0,2863
2509,1,2020-04-14 12:00:00,Preventivo,8248.13,40,Planta Oeste,8,2591,58.93,3.54,28186.0,2020-04,28943.0,Compresor,Siemens,Z300,3429.0,7725
2510,246,2020-04-14 13:00:00,Preventivo,8741.23,47,Planta Sur,12,2186,118.47,3.01,7959.0,2020-04,20631.5,Generador,ABB,Y200,2067.0,9164
2511,168,2020-04-14 14:00:00,Correctivo,7061.41,37,Planta Oeste,14,2278,55.42,1.29,46641.0,2020-04,46641.0,Motor,Schneider,M400,766.0,5668
2512,43,2020-04-14 15:00:00,Correctivo,5772.83,2,Planta Este,10,2764,68.78,3.07,83653.0,2020-04,54069.5,Motor,GE,X100,780.0,5264
2513,15,2020-04-14 16:00:00,Preventivo,2218.18,40,Planta Norte,6,2514,93.65,1.88,46967.0,2020-04,52726.0,Generador,ABB,M400,825.0,7850
2514,141,2020-04-14 17:00:00,Preventivo,1726.9,6,Planta Este,13,2496,148.3,2.23,64664.0,2020-04,54907.66666666666,Motor,GE,Y200,4459.0,8434
2515,209,2020-04-14 18:00:00,Correctivo,8340.8,17,Planta Este,14,2679,57.93,1.25,79535.0,2020-04,79535.0,Generador,Schneider,M400,2372.0,5027
2516,29,2020-04-14 19:00:00,Preventivo,7039.92,38,Planta Este,9,2410,95.34,3.82,95693.0,2020-04,50371.333333333336,Transformador,GE,X100,91.0,7812
2517,3,2020-04-14 20:00:00,Preventivo,2981.07,34,Planta Oeste,7,2086,98.77,2.82,73702.0,2020-03,46856.5,Compresor,ABB,Z300,4526.0,5238
2518,191,2020-04-14 21:00:00,Correctivo,4465.2,29,Planta Este,12,2600,80.82,2.29,22718.0,2020-04,22718.0,Compresor,ABB,X100,1915.0,6573
2519,201,2020-04-14 22:00:00,Preventivo,7360.87,29,Planta Oeste,9,2604,94.65,0.76,24472.0,2020-04,52273.66666666666,Motor,GE,Y200,4730.0,3538
2520,259,2020-04-14 23:00:00,Correctivo,14988.43,26,Planta Norte,10,2654,136.65,3.25,18402.0,2020-04,18402.0,Transformador,Schneider,Y200,2662.0,1005
2521,106,2020-04-15 00:00:00,Correctivo,2609.7,16,Planta Sur,8,2725,139.43,1.87,74295.0,2020-04,66043.5,Compresor,Schneider,Z300,3095.0,2579
2522,240,2020-04-15 01:00:00,Preventivo,6772.02,7,Planta Este,13,2327,133.51,0.64,55366.0,2020-04,55366.0,Compresor,Siemens,Y200,194.0,1302
2523,31,2020-04-15 02:00:00,Preventivo,9255.19,40,Planta Oeste,9,2369,58.37,1.06,59264.0,2020-04,57294.5,Generador,Schneider,M400,3148.0,4496
2524,125,2020-04-15 03:00:00,Preventivo,6776.27,26,Planta Este,14,2800,73.72,2.32,73225.0,2020-04,73225.0,Transformador,GE,M400,2077.0,547
2525,146,2020-04-15 04:00:00,Preventivo,5479.55,30,Planta Norte,12,3441,120.58,4.68,87465.0,2020-05,87465.0,Generador,Siemens,Y200,1825.0,5485
2526,254,2020-04-15 05:00:00,Correctivo,8001.79,3,Planta Oeste,11,2609,140.71,0.68,26070.0,2020-04,52616.5,Generador,ABB,M400,2796.0,1717
2527,433,2020-04-15 06:00:00,Correctivo,5150.49,19,Planta Oeste,7,3165,99.74,1.81,5681.0,2020-05,5681.0,Motor,Siemens,Y200,2525.0,1622
2528,9,2020-04-15 07:00:00,Preventivo,4789.54,38,Planta Oeste,11,1568,135.41,3.76,25073.0,2020-03,25073.0,Generador,GE,Y200,3960.0,9489
2529,393,2020-04-15 08:00:00,Preventivo,487.85,6,Planta Norte,13,2531,144.02,2.62,23357.0,2020-04,40539.5,Compresor,ABB,X100,2157.0,9328
2530,271,2020-04-15 09:00:00,Correctivo,347.22,47,Planta Norte,18,2660,139.62,2.8,32864.0,2020-04,17321.5,Motor,GE,Y200,1102.0,9400
2531,208,2020-04-15 10:00:00,Correctivo,3808.67,27,Planta Sur,11,2745,102.82,2.8,96908.0,2020-04,64309.66666666666,Transformador,GE,Y200,1795.0,6837
2532,127,2020-04-15 11:00:00,Preventivo,5581.22,6,Planta Oeste,8,2504,134.62,0.27,12260.0,2020-04,54275.0,Compresor,ABB,Z300,1957.0,3472
2533,140,2020-04-15 12:00:00,Preventivo,3981.65,31,Planta Sur,7,2435,64.87,1.02,80670.0,2020-04,80670.0,Compresor,Siemens,Y200,1329.0,4014
2534,59,2020-04-15 13:00:00,Preventivo,9058.78,43,Planta Oeste,5,2527,142.45,2.9,647.0,2020-04,647.0,Compresor,Schneider,Z300,2725.0,7002
2535,143,2020-04-15 14:00:00,Correctivo,7742.24,42,Planta Sur,11,2105,113.19,4.88,30345.0,2020-03,47031.333333333336,Motor,ABB,M400,3856.0,2642
2536,242,2020-04-15 15:00:00,Preventivo,640.45,14,Planta Oeste,4,2618,104.6,0.73,41965.0,2020-04,41965.0,Transformador,Siemens,Z300,1958.0,9066
2537,128,2020-04-15 16:00:00,Correctivo,2168.68,33,Planta Norte,7,2638,114.94,4.3,72246.0,2020-04,72246.0,Motor,Siemens,Y200,3461.0,7529
2538,14,2020-04-15 17:00:00,Correctivo,2638.47,33,Planta Norte,6,2719,115.26,0.73,63358.0,2020-04,61180.5,Compresor,GE,Z300,3897.0,9451
2539,248,2020-04-15 18:00:00,Correctivo,8827.76,35,Planta Oeste,10,2999,90.92,2.24,63836.0,2020-05,30809.25,Motor,Schneider,M400,517.0,2802
2540,123,2020-04-15 19:00:00,Preventivo,4503.36,38,Planta Norte,9,2385,51.54,3.02,43789.0,2020-04,43789.0,Generador,ABB,X100,3565.0,7238
2541,273,2020-04-15 20:00:00,Correctivo,3086.02,9,Planta Sur,9,2577,57.3,3.72,64223.0,2020-04,45263.5,Motor,Schneider,Y200,3607.0,6085
2542,476,2020-04-15 21:00:00,Correctivo,8138.91,15,Planta Este,14,2545,130.6,0.72,68433.0,2020-04,63923.0,Compresor,GE,Y200,1626.0,9660
2543,482,2020-04-15 22:00:00,Correctivo,3539.94,8,Planta Norte,13,2221,121.85,2.23,4627.0,2020-04,4627.0,Transformador,Siemens,Z300,855.0,3689
2544,107,2020-04-15 23:00:00,Correctivo,9888.22,33,Planta Oeste,13,2046,71.76,3.27,13152.0,2020-03,13152.0,Compresor,Siemens,M400,3056.0,9954
2545,282,2020-04-16 00:00:00,Correctivo,2735.01,7,Planta Oeste,12,2616,77.01,1.98,66786.0,2020-04,49212.5,Transformador,Siemens,M400,2038.0,7994
2546,487,2020-04-16 01:00:00,Correctivo,874.23,39,Planta Norte,8,2596,143.82,2.5,41590.0,2020-04,53425.0,Motor,Schneider,M400,2185.0,2890
2547,231,2020-04-16 02:00:00,Correctivo,2929.56,20,Planta Norte,9,2872,62.01,1.6,14186.0,2020-04,46959.5,Motor,GE,Y200,4749.0,6273
2548,63,2020-04-16 03:00:00,Preventivo,1450.97,37,Planta Sur,13,1772,76.88,1.14,40976.0,2020-03,40976.0,Generador,Schneider,Y200,3138.0,6390
2549,121,2020-04-16 04:00:00,Preventivo,2994.54,20,Planta Este,10,2728,66.47,3.31,11696.0,2020-04,13020.333333333334,Transformador,Siemens,X100,589.0,8199
2550,173,2020-04-16 05:00:00,Correctivo,2997.38,29,Planta Sur,9,2674,71.95,0.7,48868.0,2020-04,53723.0,Transformador,ABB,Z300,1711.0,9571
2551,498,2020-04-16 06:00:00,Correctivo,3400.91,28,Planta Oeste,10,2791,98.51,2.13,44334.0,2020-04,49323.333333333336,Generador,Siemens,X100,4231.0,9047
2552,7,2020-04-16 07:00:00,Correctivo,6485.92,31,Planta Este,9,2603,107.71,1.13,14635.0,2020-04,36458.25,Transformador,Siemens,X100,2249.0,2896
2553,155,2020-04-16 08:00:00,Preventivo,7506.73,46,Planta Este,11,2309,52.76,1.84,1161.0,2020-04,40250.66666666666,Motor,Siemens,X100,1652.0,3195
2554,385,2020-04-16 09:00:00,Correctivo,7992.22,26,Planta Norte,20,2712,86.55,4.15,12297.0,2020-04,52021.0,Motor,GE,Z300,4547.0,1070
2555,454,2020-04-16 10:00:00,Preventivo,3977.95,33,Planta Este,12,2089,148.17,4.57,53019.0,2020-03,71584.0,Transformador,GE,Y200,1961.0,2754
2556,328,2020-04-16 11:00:00,Preventivo,6038.29,35,Planta Oeste,8,2673,149.27,3.42,77170.0,2020-04,49592.75,Generador,ABB,Z300,1730.0,3169
2557,484,2020-04-16 12:00:00,Preventivo,5204.74,43,Planta Oeste,9,2665,68.29,4.58,40189.0,2020-04,60959.0,Motor,Siemens,X100,1145.0,2060
2558,268,2020-04-16 13:00:00,Correctivo,5811.11,41,Planta Oeste,10,2533,96.59,3.92,8524.0,2020-04,8524.0,Motor,Schneider,X100,1586.0,1606
2559,86,2020-04-16 14:00:00,Preventivo,8870.83,6,Planta Este,15,2396,53.38,4.75,36522.0,2020-04,58328.0,Motor,GE,X100,2519.0,1575
2560,91,2020-04-16 15:00:00,Correctivo,2775.9,37,Planta Oeste,15,2897,55.04,2.6,10600.0,2020-04,10600.0,Transformador,Schneider,X100,1197.0,5917
2561,338,2020-04-16 16:00:00,Preventivo,3328.03,15,Planta Sur,14,1998,104.98,3.23,56967.0,2020-03,64220.0,Generador,Siemens,M400,2532.0,7947
2562,491,2020-04-16 17:00:00,Correctivo,134.05,10,Planta Este,14,2560,55.63,3.35,89731.0,2020-04,89731.0,Generador,ABB,Y200,-100.0,2499
2563,23,2020-04-16 18:00:00,Correctivo,9167.63,25,Planta Norte,6,2350,62.59,4.51,3047.0,2020-04,3047.0,Compresor,GE,M400,3918.0,1988
2564,351,2020-04-16 19:00:00,Correctivo,8280.72,5,Planta Oeste,12,3559,62.24,2.22,86396.0,2020-05,65143.5,Generador,Siemens,X100,4387.0,665
2565,436,2020-04-16 20:00:00,Preventivo,9114.43,38,Planta Norte,6,2957,90.23,3.87,7289.0,2020-05,7289.0,Generador,Siemens,Y200,7938.125,547
2566,222,2020-04-16 21:00:00,Correctivo,2032.83,42,Planta Este,13,1585,106.37,3.53,33786.0,2020-03,33786.0,Motor,Siemens,Z300,4932.0,8281
2567,421,2020-04-16 22:00:00,Preventivo,5839.1,26,Planta Sur,3,2576,112.16,3.42,66040.0,2020-04,42487.5,Generador,GE,Y200,1255.0,5509
2568,460,2020-04-16 23:00:00,Preventivo,8410.57,42,Planta Oeste,7,2231,95.72,3.47,46908.0,2020-04,46908.0,Motor,ABB,Z300,1743.0,6195
2569,469,2020-04-17 00:00:00,Preventivo,6316.35,29,Planta Oeste,8,2523,127.26,1.77,91139.0,2020-04,51369.0,Compresor,GE,X100,998.0,692
2570,197,2020-04-17 01:00:00,Correctivo,5674.41,12,Planta Oeste,14,2425,108.33,2.49,29476.0,2020-04,29476.0,Compresor,GE,Z300,281.0,4236
2571,356,2020-04-17 02:00:00,Correctivo,6206.85,18,Planta Oeste,7,3152,147.25,1.36,38685.0,2020-05,29541.5,Motor,GE,Z300,843.0,2684
