ID_Equipo,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Frecuencia de mantenimiento correctivo,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Mes,Horas_Operativas_mean,Tipo_Equipo,Potencia_kW,Horas_Recomendadas_Revision,Año_O,Mes_O,Día_O,Horas_Desde_Preventivo
261,1,6904.73,9,6,77.62,1.8,99043.0,2,67259.5,3,3674.0,8328,2020,3,5,8328.0
97,1,4273.56,22,8,108.54,4.48,35008.0,1,36865.0,1,3869.0,5153,2020,3,5,5153.0
206,0,9556.54,43,4,68.78,4.09,43967.0,2,43967.0,1,4989.0,4729,2020,3,5,5152.0
381,0,4730.56,41,9,77.57,4.86,12775.0,2,13288.0,3,2004.0,4024,2020,3,5,5150.0
309,0,1121.29,26,9,126.56,3.42,44109.0,2,30997.0,1,194.0,4061,2020,3,5,5149.0
14,1,7584.97,35,6,100.12,3.93,74147.0,2,74147.0,0,3897.0,9451,2020,3,5,9451.0
71,1,3053.28,36,12,86.38,4.84,18063.0,2,34106.666666666664,3,2617.0,8191,2020,3,5,8191.0
235,1,1104.78,10,6,89.39,0.76,58238.0,1,58238.0,0,3744.0,1706,2020,3,5,1706.0
462,0,2480.49,9,9,59.33,0.63,33248.0,1,49785.5,0,4806.0,3952,2020,3,5,1705.0
271,1,3626.52,14,18,73.89,0.55,57082.0,2,49304.0,2,1102.0,9400,2020,3,5,9400.0
181,0,4868.52,7,7,62.29,4.21,24273.0,1,24273.0,3,2769.0,8223,2020,3,5,9399.0
199,0,1308.1,41,11,60.39,4.87,39721.0,2,31440.0,2,742.0,4856,2020,3,5,9398.0
445,0,9173.87,44,12,70.57,3.89,71342.0,2,71342.0,3,2069.0,3105,2020,3,5,9397.0
357,0,5124.27,4,4,118.3,2.08,4455.0,2,10726.0,2,1895.0,4108,2020,3,6,9396.0
128,1,9408.45,19,7,102.56,0.22,53108.0,2,52570.66666666666,2,3461.0,7529,2020,3,6,7529.0
432,0,6459.43,36,12,85.1,1.93,61163.0,2,59807.0,1,2986.0,7395,2020,3,6,7528.0
183,0,7787.57,2,14,81.68,4.31,7806.0,2,7806.0,0,1426.0,6849,2020,3,6,7527.0
450,1,6661.33,24,12,141.91,1.33,55218.0,1,73709.5,0,1730.0,6823,2020,3,6,6823.0
11,0,1942.07,46,11,134.26,3.66,54973.0,2,66342.5,3,2374.0,2922,2020,3,6,6822.0
480,1,9000.92,1,10,107.65,3.88,80946.0,3,41078.0,2,1931.0,535,2020,3,6,535.0
366,1,3098.91,34,12,61.92,4.0,75821.0,2,66891.5,0,2678.0,9876,2020,3,6,9876.0
293,1,9405.72,19,8,109.54,2.83,8262.0,3,8262.0,1,865.0,6478,2020,3,6,6478.0
64,1,932.55,23,9,80.39,3.92,53664.0,2,43449.5,1,1018.0,7884,2020,3,6,7884.0
474,0,4017.2,32,13,144.91,3.41,66983.0,1,69534.0,3,4404.0,3405,2020,3,6,7883.0
274,0,2436.06,45,12,87.13,0.26,23362.0,2,27116.5,2,2600.0,2830,2020,3,6,7882.0
86,0,6988.07,22,15,60.18,0.8,22016.0,2,57915.0,2,2519.0,1575,2020,3,6,7881.0
300,1,7753.56,35,11,55.07,2.24,13535.0,2,27889.0,1,2669.0,7561,2020,3,6,7561.0
285,0,1190.68,1,12,76.63,4.04,6661.0,2,6661.0,0,756.0,8274,2020,3,6,7560.0
13,1,308.21,4,11,149.46,2.59,81739.0,2,52124.0,2,1839.0,5678,2020,3,6,5678.0
21,1,3286.73,7,13,135.34,1.96,45131.0,2,45131.0,3,755.0,2921,2020,3,6,2921.0
308,1,6901.09,23,12,136.47,3.58,58096.0,2,34004.5,2,2184.0,8003,2020,3,6,8003.0
304,1,3437.29,24,9,83.96,4.06,37187.0,2,37187.0,3,976.0,7790,2020,3,6,7790.0
472,0,1396.79,20,10,97.45,1.37,73623.0,2,73623.0,1,4234.0,8912,2020,3,6,7789.0
151,1,7220.48,17,7,68.77,3.88,97749.0,2,94236.0,2,4152.0,3183,2020,3,6,3183.0
49,0,5018.94,32,14,55.54,2.89,36900.0,2,40596.0,1,269.0,7647,2020,3,6,3182.0
369,1,7226.89,3,14,137.64,1.56,54116.0,1,76276.0,0,1671.0,8525,2020,3,6,8525.0
426,1,3245.05,6,7,85.49,0.6,57918.0,2,55796.0,1,2294.0,5147,2020,3,6,5147.0
268,1,2514.09,33,10,50.42,4.98,61390.0,2,41812.5,2,1586.0,1606,2020,3,7,1606.0
49,0,1471.16,3,14,55.54,2.89,36900.0,2,40596.0,1,269.0,7647,2020,3,7,1605.0
399,1,9164.32,41,6,58.99,0.87,40307.0,2,53983.25,3,1708.0,1141,2020,3,7,1141.0
193,0,5413.24,16,10,94.67,2.01,12303.0,2,18496.5,2,1083.0,2944,2020,3,7,1140.0
91,0,8588.89,9,15,121.49,4.36,43328.0,2,45985.5,3,1197.0,5917,2020,3,7,1139.0
413,1,2263.52,6,8,90.08,4.74,98951.0,2,98951.0,0,4531.0,7957,2020,3,7,7957.0
122,1,4038.15,47,9,122.04,1.46,13082.0,1,37188.0,3,7938.125,1474,2020,3,7,1474.0
45,1,5842.37,3,10,102.44,0.54,29177.0,2,50117.5,0,7938.125,7340,2020,3,7,7340.0
31,1,8899.77,26,9,77.03,2.46,97461.0,1,97461.0,1,3148.0,4496,2020,3,7,4496.0
159,0,9378.76,25,10,112.73,3.96,79199.0,1,82594.5,0,521.0,7978,2020,3,7,4495.0
430,1,8889.0,1,11,55.34,0.39,90905.0,2,84134.5,0,3902.0,9335,2020,3,7,9335.0
264,0,1275.95,38,14,122.94,2.76,64375.0,2,64375.0,0,4624.0,4697,2020,3,7,9334.0
146,0,3686.06,26,12,120.62,1.25,47690.0,1,28551.0,1,1825.0,5485,2020,3,7,9333.0
306,0,1764.56,30,8,115.04,1.06,80094.0,3,80094.0,1,1296.0,9789,2020,3,7,9332.0
494,0,8807.94,19,8,63.78,0.54,94032.0,2,61720.0,3,3453.0,565,2020,3,7,9331.0
55,1,6079.02,22,9,64.42,3.81,57364.0,1,67468.5,3,1005.0,3476,2020,3,7,3476.0
427,0,2728.3,37,12,93.82,0.96,8077.0,1,41407.6,2,1549.0,8111,2020,3,7,3475.0
450,0,9001.73,11,12,141.91,1.33,55218.0,1,73709.5,0,1730.0,6823,2020,3,7,3474.0
431,1,476.64,11,14,82.68,4.3,82238.0,1,65073.5,3,253.0,7764,2020,3,7,7764.0
53,0,9876.37,1,13,140.6,4.29,99047.0,2,81105.5,1,3332.0,6373,2020,3,7,7763.0
397,1,8784.85,32,8,95.18,0.12,44635.0,1,54974.5,0,2707.0,5146,2020,3,7,5146.0
466,1,8113.06,40,12,61.21,3.38,10814.0,4,55153.5,1,1164.0,3592,2020,3,7,3592.0
398,0,4479.98,4,12,133.3,3.57,93698.0,2,93698.0,0,639.0,3911,2020,3,7,3591.0
482,1,2490.67,20,13,70.61,4.2,16223.0,2,50910.5,3,855.0,3689,2020,3,7,3689.0
235,0,5596.6,2,6,146.26,3.35,19533.0,2,19533.0,0,3744.0,1706,2020,3,8,3688.0
123,1,5876.16,30,9,63.57,4.71,76766.0,1,75932.0,1,3565.0,7238,2020,3,8,7238.0
306,1,4001.36,15,8,115.04,1.06,80094.0,3,80094.0,1,1296.0,9789,2020,3,8,9789.0
404,1,1152.46,11,13,137.11,0.66,45880.0,1,20316.25,1,2390.0,4658,2020,3,8,4658.0
360,0,1029.52,9,11,68.0,3.46,61754.0,2,61754.0,0,4932.0,2023,2020,3,8,4657.0
199,0,3137.14,4,11,60.39,4.87,39721.0,2,31440.0,2,742.0,4856,2020,3,8,4656.0
208,0,2208.13,43,11,76.93,0.82,88055.0,1,56826.5,3,1795.0,6837,2020,3,8,4655.0
445,0,3728.92,6,12,70.57,3.89,71342.0,2,71342.0,3,2069.0,3105,2020,3,8,4654.0
229,1,7265.28,14,7,53.54,2.29,62707.0,2,63926.333333333336,1,3905.0,4079,2020,3,8,4079.0
61,1,1536.44,32,7,53.63,4.5,66365.0,2,66365.0,0,2537.0,1190,2020,3,8,1190.0
463,0,8191.0,10,6,102.38,2.52,1820.0,1,33883.666666666664,0,329.0,3339,2020,3,8,1189.0
427,0,8490.89,27,12,93.82,0.96,8077.0,1,41407.6,2,1549.0,8111,2020,3,8,1188.0
176,1,6167.77,13,14,86.87,2.21,70792.0,2,70792.0,2,425.0,9406,2020,3,8,9406.0
359,1,787.48,45,11,140.4,0.41,73725.0,2,46322.333333333336,1,1294.0,7995,2020,3,8,7995.0
76,0,8502.21,8,11,95.21,1.31,49593.0,2,60974.0,0,3453.0,1807,2020,3,8,7994.0
327,0,7279.47,14,9,113.62,2.51,5931.0,2,30064.0,2,3480.0,4455,2020,3,8,7993.0
457,0,8696.04,20,15,145.01,4.47,6894.0,2,6894.0,0,-100.0,3496,2020,3,8,7992.0
64,0,3432.7,13,9,91.86,2.55,33235.0,2,43449.5,1,1018.0,7884,2020,3,8,7991.0
362,1,7084.79,7,8,143.86,1.21,14129.0,1,14129.0,3,4333.0,3246,2020,3,8,3246.0
218,1,8645.9,17,7,89.03,2.42,77680.0,2,84636.5,3,3839.0,1771,2020,3,8,1771.0
83,1,6938.84,19,13,142.63,4.42,95195.0,2,53456.5,0,506.0,9555,2020,3,8,9555.0
412,1,5887.76,29,10,68.69,4.29,92407.0,2,89188.5,3,7938.125,1947,2020,3,8,1947.0
70,1,6921.47,22,9,139.88,4.54,44200.0,1,61003.5,0,4078.0,4324,2020,3,8,4324.0
488,1,4924.89,42,8,91.27,0.33,62645.0,2,62645.0,3,4841.0,1228,2020,3,8,1228.0
246,1,1144.5,2,12,54.33,2.84,28451.0,1,28451.0,1,2067.0,9164,2020,3,9,9164.0
420,0,3693.68,40,16,140.32,0.75,19507.0,2,27870.0,1,1536.0,1999,2020,3,9,9163.0
137,0,2969.55,19,11,85.28,4.99,58798.0,3,58798.0,1,4781.0,8772,2020,3,9,9162.0
11,1,5339.32,33,11,134.26,3.66,54973.0,2,66342.5,3,2374.0,2922,2020,3,9,2922.0
319,0,146.18,39,10,148.86,3.2,63252.0,1,35929.5,0,2824.0,4147,2020,3,9,2921.0
370,0,905.1,1,12,87.05,1.38,27695.0,2,27695.0,3,-100.0,917,2020,3,9,2920.0
273,1,8198.77,44,9,130.66,1.6,50064.0,2,31919.0,2,3607.0,6085,2020,3,9,6085.0
478,0,2419.32,36,7,88.55,1.77,51235.0,2,61138.0,2,1706.0,7017,2020,3,9,6084.0
398,0,8228.63,47,12,133.3,3.57,93698.0,2,93698.0,0,639.0,3911,2020,3,9,6083.0
113,1,2696.24,43,9,63.3,0.11,65336.0,2,64499.5,0,216.0,5122,2020,3,9,5122.0
414,0,7358.32,8,7,134.89,2.07,24335.0,1,45120.5,2,1220.0,6441,2020,3,9,5121.0
70,1,4018.28,33,9,140.32,2.48,53253.0,3,53253.0,0,4078.0,4324,2020,3,9,4324.0
407,0,9741.08,8,11,127.73,1.0,43826.0,3,43826.0,0,1643.0,9754,2020,3,9,4323.0
110,0,9306.63,14,8,140.47,4.01,60762.0,1,52827.5,3,2838.0,5809,2020,3,9,4322.0
178,1,4748.71,13,11,104.47,0.26,24620.0,2,57678.333333333336,2,4463.0,8853,2020,3,9,8853.0
356,0,5245.02,17,7,67.25,3.56,36278.0,1,36278.0,2,843.0,2684,2020,3,9,8852.0
252,0,6026.37,6,9,119.67,0.59,20396.0,2,30528.666666666668,3,2112.0,3199,2020,3,9,8851.0
215,0,9673.69,21,10,132.65,2.74,45444.0,1,25547.5,2,-100.0,1243,2020,3,9,8850.0
410,0,6339.73,5,12,59.92,0.64,55938.0,0,51464.5,0,4265.0,5663,2020,3,9,8849.0
233,0,2446.87,18,15,128.18,1.65,74074.0,3,77946.0,3,3373.0,4580,2020,3,9,8848.0
15,1,3682.9,25,6,107.77,1.44,62356.0,2,61211.66666666666,1,825.0,7850,2020,3,9,7850.0
124,0,558.28,8,11,96.8,1.93,46793.0,2,53451.333333333336,3,1099.0,8663,2020,3,9,7849.0
236,0,3858.64,21,15,81.01,4.04,6067.0,2,41520.0,3,100.0,7685,2020,3,9,7848.0
107,0,7160.76,21,13,71.76,3.27,13152.0,2,13152.0,0,3056.0,9954,2020,3,9,7847.0
465,1,2876.62,3,7,60.43,0.46,10519.0,2,18061.5,2,7938.125,9518,2020,3,10,9518.0
33,1,1932.75,29,12,142.89,2.26,76987.0,1,40956.5,1,4720.0,3143,2020,3,10,3143.0
148,1,8786.73,2,11,101.09,1.97,36005.0,1,36005.0,1,2931.0,509,2020,3,10,509.0
97,1,4462.37,31,8,108.54,4.48,35008.0,1,36865.0,1,3869.0,5153,2020,3,10,5153.0
67,0,1433.85,43,12,54.62,2.71,84972.0,3,84972.0,3,385.0,3249,2020,3,10,5152.0
467,0,593.41,14,13,116.72,1.89,47901.0,2,66758.0,0,-100.0,5794,2020,3,10,5151.0
325,1,1889.72,4,12,84.3,1.77,75703.0,1,83315.5,3,3158.0,3100,2020,3,10,3100.0
93,0,7312.59,40,10,69.98,1.6,89248.0,1,57823.0,1,4624.0,1108,2020,3,10,3099.0
251,1,2366.1,12,13,123.57,1.19,50094.0,2,50094.0,3,2713.0,3142,2020,3,10,3142.0
171,1,9249.4,36,7,94.76,0.96,2188.0,1,2188.0,0,3935.0,1613,2020,3,10,1613.0
364,0,6408.5,31,14,128.28,0.15,59035.0,2,59035.0,1,4786.0,3780,2020,3,10,1612.0
289,1,2335.41,27,6,73.02,3.98,47456.0,2,55639.66666666666,0,3217.0,7013,2020,3,10,7013.0
293,0,4801.68,20,8,109.54,2.83,8262.0,3,8262.0,1,865.0,6478,2020,3,10,7012.0
124,0,3482.27,3,11,96.8,1.93,46793.0,2,53451.333333333336,3,1099.0,8663,2020,3,10,7011.0
432,1,2605.15,12,12,85.1,1.93,61163.0,2,59807.0,1,2986.0,7395,2020,3,10,7395.0
135,0,7419.42,21,17,86.84,4.39,17974.0,2,17974.0,1,1372.0,9739,2020,3,10,7394.0
211,1,9764.06,22,7,201.495,0.88,99220.0,1,62785.0,0,1232.0,9397,2020,3,10,9397.0
65,1,7770.95,42,4,76.47,3.6,84650.0,2,58372.66666666666,0,1315.0,7135,2020,3,10,7135.0
377,1,4078.71,10,8,78.9,3.72,4440.0,2,52906.75,1,2106.0,3763,2020,3,10,3763.0
332,0,3141.88,25,4,87.41,4.34,11757.0,2,51270.0,2,3977.0,6321,2020,3,10,3762.0
325,0,1594.15,12,12,84.3,1.77,75703.0,1,83315.5,3,3158.0,3100,2020,3,10,3761.0
398,0,1700.76,12,12,133.3,3.57,93698.0,2,93698.0,0,639.0,3911,2020,3,10,3760.0
473,0,9267.06,34,10,50.25,3.42,17455.0,1,36790.333333333336,1,1796.0,5181,2020,3,10,3759.0
402,1,3586.46,18,8,90.72,0.67,71706.0,2,63868.0,3,592.0,4587,2020,3,10,4587.0
234,0,4602.24,25,14,101.83,2.73,78198.0,3,69143.5,1,1526.0,6835,2020,3,11,4586.0
200,1,9262.7,28,8,53.92,4.75,90540.0,2,90540.0,0,3572.0,6291,2020,3,11,6291.0
422,0,6133.89,14,7,111.63,1.54,98408.0,2,77127.5,2,1911.0,6148,2020,3,11,6290.0
431,1,2381.53,34,14,66.48,4.19,88809.0,2,88809.0,3,253.0,7764,2020,3,11,7764.0
266,1,8537.19,11,11,125.69,4.8,48713.0,1,27957.5,1,2363.0,5881,2020,3,11,5881.0
181,1,8418.65,46,7,62.29,4.21,24273.0,1,24273.0,3,2769.0,8223,2020,3,11,8223.0
270,0,2971.44,19,5,113.21,1.2,28897.0,2,28897.0,1,2825.0,1283,2020,3,11,8222.0
36,1,3309.39,6,9,64.61,2.46,87945.0,2,87945.0,2,4351.0,3549,2020,3,11,3549.0
404,1,6936.72,36,13,137.11,0.66,45880.0,1,20316.25,1,2390.0,4658,2020,3,11,4658.0
268,1,677.56,16,10,50.42,4.98,61390.0,2,41812.5,2,1586.0,1606,2020,3,11,1606.0
283,0,2281.43,41,8,141.03,1.37,11710.0,2,11710.0,1,2647.0,7909,2020,3,11,1605.0
60,1,7653.16,21,5,119.58,1.06,68611.0,2,64356.6,1,154.0,2131,2020,3,11,2131.0
51,0,6629.73,4,10,64.4,3.55,86352.0,2,71824.5,1,2157.0,3183,2020,3,11,2130.0
415,0,4347.98,28,11,61.51,2.92,92165.0,2,69681.0,2,2000.0,7703,2020,3,11,2129.0
235,0,5861.83,6,6,146.26,3.35,19533.0,2,19533.0,0,3744.0,1706,2020,3,11,2128.0
292,1,9089.6,40,8,100.77,3.93,27436.0,2,36175.0,3,3230.0,8494,2020,3,11,8494.0
392,0,1443.69,29,16,84.59,1.64,53710.0,2,48260.5,3,1307.0,9099,2020,3,11,8493.0
46,1,8783.11,43,10,127.78,3.89,25772.0,2,53283.66666666666,3,3570.0,4326,2020,3,11,4326.0
351,1,3113.45,14,12,59.89,1.59,18908.0,1,18908.0,1,4387.0,665,2020,3,11,665.0
457,0,8211.13,15,15,145.01,4.47,6894.0,2,6894.0,0,-100.0,3496,2020,3,11,664.0
369,0,5775.03,5,14,137.64,1.56,54116.0,1,76276.0,0,1671.0,8525,2020,3,11,663.0
140,1,5725.33,38,7,141.96,0.66,30123.0,2,30123.0,0,1329.0,4014,2020,3,11,4014.0
342,0,8930.55,2,13,54.5,1.85,91508.0,3,91508.0,2,4223.0,1741,2020,3,11,4013.0
266,1,7930.56,33,11,125.69,4.8,48713.0,1,27957.5,1,2363.0,5881,2020,3,11,5881.0
37,0,7482.81,43,13,86.12,2.35,20148.0,1,20148.0,3,1274.0,2379,2020,3,12,5880.0
3,0,9809.66,15,7,148.27,0.75,20011.0,2,46856.5,0,4526.0,5238,2020,3,12,5879.0
460,0,9487.09,27,7,143.87,2.84,66989.0,2,49424.0,2,1743.0,6195,2020,3,12,5878.0
90,1,5228.87,42,14,127.49,1.59,6912.0,2,36785.5,3,907.0,5243,2020,3,12,5243.0
485,0,1065.07,23,13,148.23,2.65,10825.0,2,20045.0,2,4074.0,7154,2020,3,12,5242.0
202,0,3683.54,5,7,52.51,3.03,79446.0,2,64782.0,3,3835.0,7627,2020,3,12,5241.0
274,0,5107.77,3,12,87.13,0.26,23362.0,2,27116.5,2,2600.0,2830,2020,3,12,5240.0
92,0,9881.97,38,7,51.18,1.58,95300.0,2,95300.0,2,4579.0,8137,2020,3,12,5239.0
447,1,3937.15,12,9,52.76,4.73,67697.0,2,45627.0,3,3504.0,7189,2020,3,12,7189.0
122,1,7756.65,4,9,122.04,1.46,13082.0,1,37188.0,3,7938.125,1474,2020,3,12,1474.0
461,0,2992.96,44,9,106.01,2.47,73740.0,2,73740.0,1,1058.0,9116,2020,3,12,1473.0
43,1,697.85,16,10,104.25,1.29,69210.0,2,51117.5,2,780.0,5264,2020,3,12,5264.0
90,1,6809.22,40,14,127.49,1.59,6912.0,2,36785.5,3,907.0,5243,2020,3,12,5243.0
33,1,9226.61,45,12,142.89,2.26,76987.0,1,40956.5,1,4720.0,3143,2020,3,12,3143.0
446,0,3020.88,6,5,80.98,0.57,68537.0,2,68537.0,0,1095.0,1793,2020,3,12,3142.0
263,1,2366.7,27,9,67.47,3.42,53077.0,2,34659.0,1,2565.0,9374,2020,3,12,9374.0
208,1,281.79,16,11,76.93,0.82,88055.0,1,56826.5,3,1795.0,6837,2020,3,12,6837.0
168,0,2148.33,38,14,119.64,1.17,70904.0,2,58751.333333333336,2,766.0,5668,2020,3,12,6836.0
282,0,5346.06,16,12,92.49,3.28,23919.0,2,23919.0,3,2038.0,7994,2020,3,12,6835.0
400,1,4637.6,26,10,113.86,3.27,23889.0,2,23889.0,3,1198.0,4381,2020,3,12,4381.0
448,0,361.93,3,13,64.73,4.19,16318.0,3,29784.5,1,3877.0,7529,2020,3,12,4380.0
53,1,4539.14,13,13,140.6,4.29,99047.0,2,81105.5,1,3332.0,6373,2020,3,12,6373.0
282,1,7469.78,37,12,92.49,3.28,23919.0,2,23919.0,3,2038.0,7994,2020,3,12,7994.0
80,0,4859.75,2,5,89.5,4.13,36823.0,2,67733.0,0,4430.0,2723,2020,3,12,7993.0
249,1,5468.79,9,4,128.36,2.24,33248.0,3,38414.0,0,3991.0,9920,2020,3,13,9920.0
347,0,3720.42,27,16,142.99,1.67,66296.0,2,55245.0,3,4948.0,6720,2020,3,13,9919.0
196,1,6829.07,39,13,64.39,0.26,8560.0,2,8560.0,3,3710.0,6636,2020,3,13,6636.0
157,0,9621.11,3,15,87.46,2.96,62605.0,1,56683.0,2,4523.0,3637,2020,3,13,6635.0
53,1,6765.5,40,13,140.6,4.29,99047.0,2,81105.5,1,3332.0,6373,2020,3,13,6373.0
181,0,1910.75,32,7,62.29,4.21,24273.0,1,24273.0,3,2769.0,8223,2020,3,13,6372.0
183,0,421.92,14,14,81.68,4.31,7806.0,2,7806.0,0,1426.0,6849,2020,3,13,6371.0
494,0,9437.98,15,8,63.78,0.54,94032.0,2,61720.0,3,3453.0,565,2020,3,13,6370.0
278,0,8530.89,25,15,131.38,4.39,26844.0,2,60228.5,3,3807.0,3178,2020,3,13,6369.0
412,1,364.37,46,10,68.69,4.29,92407.0,2,89188.5,3,7938.125,1947,2020,3,13,1947.0
37,1,3868.01,47,13,86.12,2.35,20148.0,1,20148.0,3,1274.0,2379,2020,3,13,2379.0
335,0,8155.54,37,9,116.56,3.45,98025.0,3,98025.0,1,4762.0,7944,2020,3,13,2378.0
197,0,3695.13,15,14,50.31,1.44,99291.0,2,67725.0,0,281.0,4236,2020,3,13,2377.0
42,0,9509.01,37,11,122.74,4.78,13813.0,3,13813.0,1,625.0,7863,2020,3,13,2376.0
401,1,1061.26,6,10,113.07,2.5,13843.0,2,13843.0,2,532.0,601,2020,3,13,601.0
490,0,7534.33,31,18,67.03,4.37,75928.0,2,75928.0,3,3247.0,6735,2020,3,13,600.0
335,1,5317.81,44,9,116.56,3.45,98025.0,3,98025.0,1,4762.0,7944,2020,3,13,7944.0
21,1,7049.91,1,13,135.34,1.96,45131.0,2,45131.0,3,755.0,2921,2020,3,13,2921.0
132,1,4623.43,43,9,130.24,0.95,96940.0,2,61375.0,2,4940.0,2463,2020,3,13,2463.0
50,0,8537.46,2,9,97.33,4.45,24109.0,2,43314.0,3,2222.0,3864,2020,3,13,2462.0
141,0,6785.92,36,13,141.56,3.14,35693.0,2,43539.66666666666,2,4459.0,8434,2020,3,13,2461.0
149,0,4744.44,41,11,73.51,2.66,3839.0,2,38578.333333333336,1,4220.0,684,2020,3,13,2460.0
33,1,7321.64,40,12,56.03,3.88,66551.0,2,66551.0,1,4720.0,3143,2020,3,13,3143.0
451,1,4503.87,27,14,131.25,1.81,5089.0,0,5089.0,1,1157.0,7516,2020,3,13,7516.0
428,1,9340.15,47,8,139.09,0.13,8595.0,2,8595.0,1,2895.0,3266,2020,3,14,3266.0
240,1,6589.19,39,13,94.52,2.77,84559.0,2,84559.0,0,194.0,1302,2020,3,14,1302.0
445,1,5120.31,17,12,70.57,3.89,71342.0,2,71342.0,3,2069.0,3105,2020,3,14,3105.0
206,1,2069.23,6,4,68.78,4.09,43967.0,2,43967.0,1,4989.0,4729,2020,3,14,4729.0
493,1,4070.33,3,10,146.92,0.62,57389.0,2,45829.333333333336,1,953.0,3630,2020,3,14,3630.0
42,1,1139.69,11,11,122.74,4.78,13813.0,3,13813.0,1,625.0,7863,2020,3,14,7863.0
245,0,873.71,46,6,102.22,3.91,83461.0,2,89555.5,0,3458.0,1501,2020,3,14,7862.0
286,0,3260.14,8,14,135.61,1.39,79949.0,2,68628.0,1,3432.0,8213,2020,3,14,7861.0
464,1,4458.23,33,12,111.15,3.08,55111.0,1,66554.0,1,4412.0,1491,2020,3,14,1491.0
257,0,992.3,10,7,148.67,4.89,20680.0,2,19380.0,3,695.0,8247,2020,3,14,1490.0
488,1,5709.37,36,8,91.27,0.33,62645.0,2,62645.0,3,4841.0,1228,2020,3,14,1228.0
240,1,6406.98,3,13,94.52,2.77,84559.0,2,84559.0,0,194.0,1302,2020,3,14,1302.0
373,1,4647.45,12,15,85.02,3.01,36109.0,1,36109.0,0,2074.0,6712,2020,3,14,6712.0
70,0,1094.05,39,9,140.32,2.48,53253.0,3,53253.0,0,4078.0,4324,2020,3,14,6711.0
464,0,1237.58,38,12,74.74,0.41,11207.0,2,11207.0,1,4412.0,1491,2020,3,14,6710.0
86,1,5271.12,46,15,81.47,3.2,93814.0,2,57915.0,2,2519.0,1575,2020,3,14,1575.0
68,1,1900.88,40,9,116.83,2.26,63098.0,2,39068.5,3,3445.0,5390,2020,3,14,5390.0
338,1,4889.95,12,14,104.98,3.23,56967.0,2,64220.0,1,2532.0,7947,2020,3,14,7947.0
364,0,4199.58,34,14,128.28,0.15,59035.0,2,59035.0,1,4786.0,3780,2020,3,14,7946.0
147,1,9137.29,23,7,133.82,2.51,79812.0,3,79812.0,3,4868.0,9440,2020,3,14,9440.0
299,1,4527.6,33,7,58.73,3.54,32859.0,2,32859.0,3,994.0,9454,2020,3,14,9454.0
109,0,9058.1,32,13,91.26,4.43,77883.0,2,77883.0,2,2315.0,3170,2020,3,14,9453.0
124,0,4600.75,1,11,96.8,1.93,46793.0,2,53451.333333333336,3,1099.0,8663,2020,3,14,9452.0
75,1,1663.49,29,9,109.7,0.96,28756.0,2,18298.5,3,1129.0,6842,2020,3,14,6842.0
24,1,278.77,26,12,61.24,5.0,36812.0,1,62884.5,3,4482.0,6699,2020,3,15,6699.0
73,1,7727.19,21,9,133.73,2.68,380.0,2,380.0,2,4456.0,8828,2020,3,15,8828.0
289,0,6410.62,47,6,117.28,2.54,83752.0,2,55639.66666666666,0,3217.0,7013,2020,3,15,8827.0
266,0,768.43,4,11,125.69,4.8,48713.0,1,27957.5,1,2363.0,5881,2020,3,15,8826.0
271,0,1822.88,37,18,94.95,3.8,41526.0,2,49304.0,2,1102.0,9400,2020,3,15,8825.0
351,0,5044.52,34,12,59.89,1.59,18908.0,1,18908.0,1,4387.0,665,2020,3,15,8824.0
451,0,3123.66,21,14,131.25,1.81,5089.0,0,5089.0,1,1157.0,7516,2020,3,15,8823.0
63,0,7138.26,42,13,76.88,1.14,40976.0,2,40976.0,1,3138.0,6390,2020,3,15,8822.0
331,1,9843.2,11,12,56.55,3.9,97254.0,2,61966.333333333336,2,227.0,7274,2020,3,15,7274.0
482,0,7476.43,39,13,82.86,2.26,85598.0,2,50910.5,3,855.0,3689,2020,3,15,7273.0
259,1,6687.66,4,10,201.495,0.84,28261.0,2,28261.0,3,2662.0,1005,2020,3,15,1005.0
420,0,309.98,4,16,94.62,4.8,36233.0,2,27870.0,1,1536.0,1999,2020,3,15,1004.0
246,0,2428.66,11,12,118.47,3.01,7959.0,3,20631.5,1,2067.0,9164,2020,3,15,1003.0
36,1,1558.06,19,9,64.61,2.46,87945.0,2,87945.0,2,4351.0,3549,2020,3,15,3549.0
12,1,8461.79,29,11,92.8,1.53,49512.0,2,66780.5,2,4733.0,3301,2020,3,15,3301.0
113,1,1783.58,24,9,63.3,0.11,65336.0,2,64499.5,0,216.0,5122,2020,3,15,5122.0
303,1,7943.68,35,9,138.2,3.08,28437.0,2,28437.0,0,3407.0,5079,2020,3,15,5079.0
344,0,4723.86,33,4,140.73,0.25,27355.0,1,27355.0,1,-100.0,6729,2020,3,15,5078.0
239,0,9495.94,19,9,55.28,4.75,28355.0,3,44390.75,3,4866.0,1823,2020,3,15,5077.0
295,0,5099.6,24,8,53.49,1.8,5852.0,2,5852.0,2,1020.0,4170,2020,3,15,5076.0
209,0,5782.21,30,14,86.21,2.19,25591.0,2,25591.0,1,2372.0,5027,2020,3,15,5075.0
92,1,4642.49,44,7,51.18,1.58,95300.0,2,95300.0,2,4579.0,8137,2020,3,15,8137.0
